text,label
結果應該是,266
你怎麼看應該是紅？,266
好奇問一下，應該是紅,266
應該是紅茶真的假的,266
應該是紅茶欸,266
所以你覺得應該是？,266
所以你覺得應該？,266
真的假的，應該,266
真的假的，應該是紅茶,266
那如果是你你會怎樣？,266
你會應該是嗎？,266
好奇問一下，應該是紅茶,266
應該欸,266
你會應該嗎？,266
應該是真的假的,266
應該是咧？,266
蛤？應該是紅茶,266
所以現在是應該是,266
我不懂，應該是紅茶,266
應該是紅欸,266
你會應該是紅嗎？,266
你剛剛不是說應該？,266
他們說應該是是真的嗎？,266
好奇問一下，應該,266
所以你覺得應該是紅？,266
所以現在是應該是紅,266
應該啦,266
那怎麼辦？,266
好奇問一下，應該是,266
應該是紅咧？,266
應該真的假的,266
結果應該,266
他們說應該是紅茶是真的嗎？,266
應該是紅茶到底怎麼回事？,266
這樣是不是不太好？,266
應該是紅真的假的,266
蛤？應該是,266
你說應該是紅是對的嗎？,266
你會應該是紅茶嗎？,266
真的假的，應該是,266
結果應該是紅茶,266
他們說應該是紅是真的嗎？,266
怎麼會這樣，應該是紅,266
味道醇香真的假的,267
好奇問一下，味道,267
你說味道是對的嗎？,267
怎麼會這樣，味道醇,267
味道醇香欸,267
所以你覺得味道？,267
所以你覺得味道醇？,267
蛤？味道醇,267
怎麼會這樣，味道醇香我,267
味道醇香咧？,267
味道醇香怎麼了？,267
味道醇到底怎麼回事？,267
味道醇啦,267
所以現在是味道醇香,267
所以現在是味道醇,267
怎麼會這樣，味道,267
你怎麼看味道？,267
味道到底怎麼回事？,267
味道醇香到底怎麼回事？,267
蛤？味道醇香,267
你會味道醇嗎？,267
他們說味道醇香是真的嗎？,267
他們說味道是真的嗎？,267
你剛剛不是說味道醇香？,267
結果味道醇香,267
你會味道醇香嗎？,267
所以現在是味道醇香我,267
結果味道,267
所以你覺得味道醇香？,267
我不懂，味道醇香我,267
味道醇香我到底怎麼回事？,267
真的假的，味道醇香,267
怎麼會這樣，味道醇香,267
結果味道醇,267
結果味道醇香我,267
味道醇欸,267
他們說味道醇香我是真的嗎？,267
味道啦,267
那如果是你你會怎樣？,267
真的假的，味道醇香我,267
味道醇香我咧？,267
他們說味道醇是真的嗎？,267
你剛剛不是說味道醇？,267
味道欸,267
好奇問一下，味道醇香,267
真的假的，味道,267
你會味道醇香我嗎？,267
味道醇香我欸,267
味道咧？,267
味道真的假的,267
我不懂，味道醇香,267
我不懂，味道,267
真的假的，味道醇,267
那怎麼辦？,267
味道怎麼了？,267
你剛剛不是說味道？,267
蛤？味道醇香我,267
你剛剛不是說味道醇香我？,267
所以你覺得味道醇香我？,267
蛤？味道,267
味道醇香我真的假的,267
好奇問一下，味道醇香我,267
這樣是不是不太好？,267
你說味道醇香是對的嗎？,267
好奇問一下，味道醇,267
你怎麼看味道醇？,267
味道醇咧？,267
你怎麼看味道醇香我？,267
你會味道嗎？,267
你說味道醇是對的嗎？,267
你說味道醇香我是對的嗎？,267
我不懂，味道醇,267
你剛剛不是說你從？,268
好奇問一下，你從剛才就,268
你會你從剛才就嗎？,268
你從欸,268
你說你從剛是對的嗎？,268
你從剛到底怎麼回事？,268
他們說你從是真的嗎？,268
所以現在是你從剛,268
你從剛才到底怎麼回事？,268
他們說你從剛才就是真的嗎？,268
你會你從嗎？,268
蛤？你從剛才就,268
所以你覺得你從？,268
你說你從是對的嗎？,268
你從剛才啦,268
你從剛真的假的,268
你從剛才就欸,268
你從怎麼了？,268
他們說你從剛是真的嗎？,268
結果你從剛,268
真的假的，你從剛,268
你從剛才欸,268
你剛剛不是說你從剛才？,268
你從咧？,268
你從剛才就怎麼了？,268
你從到底怎麼回事？,268
我不懂，你從剛才,268
所以你覺得你從剛才？,268
怎麼會這樣，你從剛才就,268
你從剛才咧？,268
結果你從,268
你從剛才怎麼了？,268
怎麼會這樣，你從,268
結果你從剛才,268
你從啦,268
你怎麼看你從？,268
你從剛才就到底怎麼回事？,268
怎麼會這樣，你從剛,268
我不懂，你從剛才就,268
所以你覺得你從剛？,268
所以現在是你從剛才,268
你從剛咧？,268
那如果是你你會怎樣？,268
結果你從剛才就,268
好奇問一下，你從,268
你說你從剛才就是對的嗎？,268
好奇問一下，你從剛才,268
你會你從剛才嗎？,268
你剛剛不是說你從剛？,268
所以你覺得你從剛才就？,268
你從真的假的,268
真的假的，你從,268
你剛剛不是說你從剛才就？,268
你怎麼看你從剛才？,268
真的假的，你從剛才,268
你從剛才就咧？,268
蛤？你從剛,268
你從剛才就啦,268
所以現在是你從剛才就,268
那怎麼辦？,268
我不懂，你從剛,268
你怎麼看你從剛才就？,268
你會你從剛嗎？,268
你從剛才就真的假的,268
你說你從剛才是對的嗎？,268
這樣是不是不太好？,268
他們說你從剛才是真的嗎？,268
所以現在是你從,268
我不懂，你從,268
你從剛啦,268
蛤？你從剛才,268
你從剛欸,268
怎麼會這樣，你從剛才,268
結果不過,269
蛤？不過我們,269
不過我到底怎麼回事？,269
不過我咧？,269
你怎麼看不過我們應？,269
不過我怎麼了？,269
不過我們應怎麼了？,269
你剛剛不是說不過我？,269
所以現在是不過我們,269
你怎麼看不過我？,269
好奇問一下，不過,269
你說不過我們是對的嗎？,269
所以你覺得不過我們？,269
你剛剛不是說不過我們？,269
蛤？不過我,269
真的假的，不過我們應,269
所以你覺得不過我？,269
怎麼會這樣，不過我們應,269
不過我們應欸,269
結果不過我們應,269
不過啦,269
怎麼會這樣，不過我們,269
不過真的假的,269
你怎麼看不過我們？,269
所以你覺得不過我們應？,269
你剛剛不是說不過？,269
你剛剛不是說不過我們應？,269
不過我真的假的,269
那如果是你你會怎樣？,269
不過我欸,269
不過我們應到底怎麼回事？,269
你會不過嗎？,269
不過我們應咧？,269
不過怎麼了？,269
你會不過我嗎？,269
不過到底怎麼回事？,269
他們說不過我們是真的嗎？,269
結果不過我們,269
所以現在是不過,269
我不懂，不過我們,269
不過我們應真的假的,269
好奇問一下，不過我,269
他們說不過是真的嗎？,269
蛤？不過我們應,269
真的假的，不過我,269
好奇問一下，不過我們應,269
你會不過我們嗎？,269
不過我們咧？,269
不過我們欸,269
不過我們怎麼了？,269
好奇問一下，不過我們,269
你說不過我是對的嗎？,269
我不懂，不過我們應,269
你說不過我們應是對的嗎？,269
蛤？不過,269
那怎麼辦？,269
不過我們真的假的,269
我不懂，不過,269
不過我們啦,269
不過欸,269
不過我啦,269
他們說不過我是真的嗎？,269
你說不過是對的嗎？,269
你怎麼看不過？,269
這樣是不是不太好？,269
所以現在是不過我們應,269
不過咧？,269
我不懂，不過我,269
不過我們到底怎麼回事？,269
所以現在是不過我,269
不過我們應啦,269
真的假的，不過,269
結果不過我,269
你是高怎麼了？,270
你是高啦,270
所以你覺得你是高一生？,270
你是高一咧？,270
你怎麼看你是高一？,270
你是高一生咧？,270
你是欸,270
你是高一啦,270
真的假的，你是高,270
你是高一生真的假的,270
怎麼會這樣，你是,270
所以現在是你是,270
我不懂，你是高,270
你是高一真的假的,270
他們說你是高一生是真的嗎？,270
真的假的，你是高一生,270
你是咧？,270
怎麼會這樣，你是高,270
好奇問一下，你是高一,270
你剛剛不是說你是高？,270
蛤？你是高,270
你會你是高一嗎？,270
所以你覺得你是高一？,270
好奇問一下，你是高一生,270
你是高欸,270
結果你是高,270
我不懂，你是,270
所以現在是你是高一,270
我不懂，你是高一生,270
你是高一生啦,270
那如果是你你會怎樣？,270
你是高一生欸,270
你剛剛不是說你是高一生？,270
你是高一怎麼了？,270
他們說你是是真的嗎？,270
你是高一欸,270
怎麼會這樣，你是高一生,270
你說你是高是對的嗎？,270
蛤？你是,270
怎麼會這樣，你是高一,270
你是真的假的,270
結果你是高一生,270
你會你是高一生嗎？,270
好奇問一下，你是,270
你是高一到底怎麼回事？,270
蛤？你是高一生,270
你剛剛不是說你是？,270
所以你覺得你是？,270
你是高一生到底怎麼回事？,270
他們說你是高一是真的嗎？,270
你說你是是對的嗎？,270
所以現在是你是高一生,270
你剛剛不是說你是高一？,270
那怎麼辦？,270
你是啦,270
你怎麼看你是？,270
你是高一生怎麼了？,270
真的假的，你是,270
你會你是嗎？,270
真的假的，你是高一,270
結果你是高一,270
我不懂，你是高一,270
這樣是不是不太好？,270
結果你是,270
你怎麼看你是高？,270
他們說你是高是真的嗎？,270
你是高真的假的,270
好奇問一下，你是高,270
蛤？你是高一,270
你說你是高一是對的嗎？,270
你說你是高一生是對的嗎？,270
好奇問一下，你看,271
結果你看起來,271
你看起來好咧？,271
結果你看起,271
你看欸,271
你看起來好真的假的,271
真的假的，你看起,271
你看起欸,271
你看起來好欸,271
你看真的假的,271
怎麼會這樣，你看起來,271
你看起來好怎麼了？,271
你說你看起是對的嗎？,271
你看起來好到底怎麼回事？,271
你會你看起來嗎？,271
你看起怎麼了？,271
你看起來咧？,271
你看起啦,271
你剛剛不是說你看起？,271
好奇問一下，你看起來好,271
你說你看是對的嗎？,271
他們說你看是真的嗎？,271
你看咧？,271
你看起咧？,271
結果你看,271
蛤？你看,271
你說你看起來好是對的嗎？,271
他們說你看起來好是真的嗎？,271
蛤？你看起來,271
真的假的，你看起來好,271
我不懂，你看,271
我不懂，你看起,271
你看起到底怎麼回事？,271
所以現在是你看起來好,271
你看啦,271
所以現在是你看起來,271
你看到底怎麼回事？,271
所以現在是你看,271
那如果是你你會怎樣？,271
蛤？你看起,271
你看起來啦,271
我不懂，你看起來,271
你會你看起嗎？,271
你怎麼看你看？,271
你剛剛不是說你看起來好？,271
結果你看起來好,271
怎麼會這樣，你看起,271
所以現在是你看起,271
所以你覺得你看？,271
你看怎麼了？,271
你剛剛不是說你看？,271
你會你看起來好嗎？,271
你怎麼看你看起？,271
所以你覺得你看起？,271
你怎麼看你看起來好？,271
那怎麼辦？,271
你看起來到底怎麼回事？,271
他們說你看起來是真的嗎？,271
你看起來好啦,271
這樣是不是不太好？,271
你會你看嗎？,271
你看起來怎麼了？,271
好奇問一下，你看起來,271
你看起真的假的,271
所以你覺得你看起來？,271
你說你看起來是對的嗎？,271
蛤？你看起來好,271
怎麼會這樣，你看起來好,271
真的假的，你看,271
他們說你看起是真的嗎？,271
所以你覺得你看起來好？,271
你看起來欸,271
好奇問一下，你看起,271
所以你覺得你又說？,272
他們說你又說敬是真的嗎？,272
所以現在是你又說敬,272
我不懂，你又說,272
你又說真的假的,272
你又說啦,272
怎麼會這樣，你又說,272
我不懂，你又說敬語,272
你又說敬語真的假的,272
怎麼會這樣，你又說敬,272
怎麼會這樣，你又,272
好奇問一下，你又,272
真的假的，你又說,272
你怎麼看你又說？,272
結果你又,272
蛤？你又說敬,272
蛤？你又說,272
你又啦,272
你會你又說敬語嗎？,272
你又說敬欸,272
所以現在是你又說,272
真的假的，你又說敬語,272
所以現在是你又說敬語,272
你說你又說是對的嗎？,272
你又說敬語欸,272
你又真的假的,272
你又說敬語咧？,272
那如果是你你會怎樣？,272
你剛剛不是說你又？,272
他們說你又說是真的嗎？,272
所以你覺得你又說敬？,272
你又說敬真的假的,272
你會你又說敬嗎？,272
你會你又嗎？,272
你怎麼看你又說敬語？,272
你又到底怎麼回事？,272
你又怎麼了？,272
你又說敬語啦,272
你又說敬語怎麼了？,272
結果你又說敬,272
蛤？你又,272
所以你覺得你又？,272
好奇問一下，你又說敬,272
你剛剛不是說你又說敬語？,272
你怎麼看你又說敬？,272
你又說怎麼了？,272
我不懂，你又說敬,272
你又說敬到底怎麼回事？,272
蛤？你又說敬語,272
好奇問一下，你又說,272
所以你覺得你又說敬語？,272
真的假的，你又,272
那怎麼辦？,272
他們說你又是真的嗎？,272
結果你又說敬語,272
怎麼會這樣，你又說敬語,272
你剛剛不是說你又說？,272
你又說咧？,272
你剛剛不是說你又說敬？,272
你怎麼看你又？,272
真的假的，你又說敬,272
你又說敬咧？,272
你說你又說敬是對的嗎？,272
你會你又說嗎？,272
這樣是不是不太好？,272
好奇問一下，你又說敬語,272
你又咧？,272
你說你又說敬語是對的嗎？,272
你又說敬怎麼了？,272
所以現在是你又,272
我不懂，你又,272
真的假的，可以告訴我,273
他們說可以告是真的嗎？,273
怎麼會這樣，可以告,273
可以告咧？,273
你說可以是對的嗎？,273
可以告訴咧？,273
可以告啦,273
你會可以告訴嗎？,273
怎麼會這樣，可以告訴,273
可以告真的假的,273
你怎麼看可以告訴？,273
所以現在是可以告,273
可以真的假的,273
你怎麼看可以告訴我？,273
你會可以告嗎？,273
你說可以告訴我是對的嗎？,273
蛤？可以,273
可以告到底怎麼回事？,273
可以告訴真的假的,273
你怎麼看可以告？,273
可以欸,273
可以告訴欸,273
可以告訴我啦,273
結果可以,273
你剛剛不是說可以告訴我？,273
你說可以告是對的嗎？,273
好奇問一下，可以告,273
真的假的，可以告訴,273
可以告訴我欸,273
你說可以告訴是對的嗎？,273
可以告訴我咧？,273
結果可以告,273
那如果是你你會怎樣？,273
怎麼會這樣，可以告訴我,273
他們說可以是真的嗎？,273
可以告訴到底怎麼回事？,273
可以咧？,273
怎麼會這樣，可以,273
你剛剛不是說可以？,273
我不懂，可以告訴,273
所以你覺得可以？,273
你會可以嗎？,273
所以你覺得可以告？,273
你怎麼看可以？,273
你會可以告訴我嗎？,273
我不懂，可以告,273
我不懂，可以,273
他們說可以告訴是真的嗎？,273
可以告訴我真的假的,273
蛤？可以告訴我,273
所以現在是可以,273
可以到底怎麼回事？,273
可以啦,273
可以告訴怎麼了？,273
所以現在是可以告訴我,273
你剛剛不是說可以告？,273
那怎麼辦？,273
結果可以告訴,273
真的假的，可以,273
所以你覺得可以告訴？,273
可以告訴我到底怎麼回事？,273
可以告訴我怎麼了？,273
我不懂，可以告訴我,273
蛤？可以告,273
可以怎麼了？,273
這樣是不是不太好？,273
可以告欸,273
你剛剛不是說可以告訴？,273
結果可以告訴我,273
真的假的，可以告,273
好奇問一下，可以,273
所以現在是可以告訴,273
可以告訴啦,273
他們說可以告訴我是真的嗎？,273
所以你覺得可以告訴我？,273
真的假的，你叫愛,274
我不懂，你叫,274
你叫真的假的,274
你叫啦,274
你叫愛音啊啦,274
你剛剛不是說你叫愛音？,274
你叫愛音到底怎麼回事？,274
所以你覺得你叫愛音啊？,274
你叫欸,274
你剛剛不是說你叫愛？,274
好奇問一下，你叫愛,274
你怎麼看你叫？,274
你叫愛咧？,274
他們說你叫是真的嗎？,274
所以現在是你叫,274
你叫愛音啊欸,274
所以你覺得你叫愛？,274
你怎麼看你叫愛？,274
所以你覺得你叫愛音？,274
你叫到底怎麼回事？,274
我不懂，你叫愛音啊,274
怎麼會這樣，你叫愛,274
好奇問一下，你叫愛音啊,274
你說你叫愛音是對的嗎？,274
怎麼會這樣，你叫愛音,274
我不懂，你叫愛音,274
蛤？你叫愛音,274
你會你叫嗎？,274
所以你覺得你叫？,274
你叫咧？,274
你怎麼看你叫愛音？,274
結果你叫,274
那如果是你你會怎樣？,274
你叫愛音咧？,274
你說你叫愛是對的嗎？,274
好奇問一下，你叫愛音,274
怎麼會這樣，你叫愛音啊,274
你會你叫愛嗎？,274
真的假的，你叫愛音,274
你叫愛音真的假的,274
結果你叫愛,274
你叫愛音欸,274
真的假的，你叫愛音啊,274
你怎麼看你叫愛音啊？,274
你說你叫愛音啊是對的嗎？,274
怎麼會這樣，你叫,274
你說你叫是對的嗎？,274
你叫愛真的假的,274
蛤？你叫,274
好奇問一下，你叫,274
他們說你叫愛音啊是真的嗎？,274
所以現在是你叫愛音,274
你叫愛音啊咧？,274
你叫愛欸,274
那怎麼辦？,274
你叫怎麼了？,274
所以現在是你叫愛音啊,274
所以現在是你叫愛,274
你叫愛音怎麼了？,274
他們說你叫愛是真的嗎？,274
蛤？你叫愛,274
這樣是不是不太好？,274
你會你叫愛音啊嗎？,274
真的假的，你叫,274
我不懂，你叫愛,274
結果你叫愛音啊,274
你叫愛啦,274
你剛剛不是說你叫？,274
結果你叫愛音,274
他們說你叫愛音是真的嗎？,274
你叫愛怎麼了？,274
你叫愛音啊到底怎麼回事？,274
你叫愛到底怎麼回事？,274
你剛剛不是說你叫愛音啊？,274
蛤？你叫愛音啊,274
你叫愛音啊怎麼了？,274
蛤？決定好要點,275
所以現在是決定好要,275
決定好要怎麼了？,275
好奇問一下，決定,275
決定好怎麼了？,275
蛤？決定好,275
你會決定嗎？,275
決定好啦,275
所以現在是決定,275
決定好要真的假的,275
決定好欸,275
決定好要欸,275
你怎麼看決定好要點？,275
蛤？決定好要,275
決定啦,275
決定好要啦,275
結果決定好要,275
他們說決定好要點是真的嗎？,275
決定好真的假的,275
我不懂，決定好要點,275
所以現在是決定好要點,275
我不懂，決定,275
你剛剛不是說決定？,275
決定到底怎麼回事？,275
你說決定是對的嗎？,275
結果決定好,275
決定好要點怎麼了？,275
他們說決定好是真的嗎？,275
你說決定好要點是對的嗎？,275
決定欸,275
好奇問一下，決定好要點,275
決定好要點啦,275
怎麼會這樣，決定好,275
所以現在是決定好,275
所以你覺得決定好要？,275
怎麼會這樣，決定好要,275
你會決定好嗎？,275
結果決定,275
我不懂，決定好要,275
所以你覺得決定好？,275
你說決定好要是對的嗎？,275
好奇問一下，決定好,275
那如果是你你會怎樣？,275
真的假的，決定好要點,275
真的假的，決定,275
他們說決定是真的嗎？,275
他們說決定好要是真的嗎？,275
你怎麼看決定好要？,275
決定好要點到底怎麼回事？,275
你剛剛不是說決定好要點？,275
決定好要咧？,275
決定好要點真的假的,275
真的假的，決定好,275
真的假的，決定好要,275
結果決定好要點,275
決定好要到底怎麼回事？,275
你剛剛不是說決定好？,275
怎麼會這樣，決定好要點,275
那怎麼辦？,275
你怎麼看決定好？,275
你剛剛不是說決定好要？,275
你會決定好要嗎？,275
你怎麼看決定？,275
決定咧？,275
好奇問一下，決定好要,275
決定好到底怎麼回事？,275
這樣是不是不太好？,275
怎麼會這樣，決定,275
你說決定好是對的嗎？,275
決定好要點咧？,275
所以你覺得決定好要點？,275
決定真的假的,275
你會決定好要點嗎？,275
蛤？決定,275
所以現在是我們,276
真的假的，我們,276
所以現在是我們要點,276
你怎麼看我們？,276
你剛剛不是說我們？,276
蛤？我們要,276
怎麼會這樣，我們要點,276
你剛剛不是說我們要點？,276
我們要點到底怎麼回事？,276
我們要咧？,276
我們要真的假的,276
我們要欸,276
好奇問一下，我們要,276
你說我們要是對的嗎？,276
你剛剛不是說我們要？,276
他們說我們要是真的嗎？,276
我們要點真的假的,276
真的假的，我們要點東,276
所以你覺得我們要點？,276
好奇問一下，我們要點,276
蛤？我們,276
你怎麼看我們要？,276
你怎麼看我們要點？,276
我們要點東咧？,276
我們咧？,276
所以現在是我們要,276
你會我們要點嗎？,276
我們怎麼了？,276
那如果是你你會怎樣？,276
我們要點東欸,276
我們要點欸,276
蛤？我們要點東,276
結果我們要,276
好奇問一下，我們要點東,276
我們要點啦,276
你會我們要點東嗎？,276
怎麼會這樣，我們要點東,276
我們啦,276
我們要點怎麼了？,276
我們欸,276
我們要點東啦,276
真的假的，我們要點,276
你說我們要點是對的嗎？,276
我們要點東真的假的,276
我不懂，我們要,276
結果我們要點東,276
你說我們是對的嗎？,276
我不懂，我們,276
所以現在是我們要點東,276
那怎麼辦？,276
你會我們嗎？,276
我不懂，我們要點東,276
我們要點東到底怎麼回事？,276
我不懂，我們要點,276
蛤？我們要點,276
結果我們,276
我們要點咧？,276
我們要到底怎麼回事？,276
所以你覺得我們？,276
怎麼會這樣，我們,276
真的假的，我們要,276
這樣是不是不太好？,276
好奇問一下，我們,276
怎麼會這樣，我們要,276
我們要怎麼了？,276
所以你覺得我們要點東？,276
結果我們要點,276
你剛剛不是說我們要點東？,276
我們要點東怎麼了？,276
你說點也是對的嗎？,277
點也不想碰欸,277
他們說點也不想是真的嗎？,277
我不懂，點也不想,277
所以你覺得點也？,277
結果點也不想,277
點也不欸,277
我不懂，點也不,277
點也不咧？,277
點也不想欸,277
結果點也,277
點也欸,277
結果點也不,277
點也真的假的,277
蛤？點也不,277
點也不想碰啦,277
你說點也不是對的嗎？,277
點也不想碰真的假的,277
我不懂，點也,277
你剛剛不是說點也？,277
怎麼會這樣，點也不想碰,277
你說點也不想是對的嗎？,277
點也不真的假的,277
點也不想碰到底怎麼回事？,277
你怎麼看點也不？,277
你說點也不想碰是對的嗎？,277
怎麼會這樣，點也不想,277
真的假的，點也不想,277
蛤？點也,277
點也不啦,277
點也不想碰怎麼了？,277
點也咧？,277
你會點也不想嗎？,277
那如果是你你會怎樣？,277
點也不怎麼了？,277
所以你覺得點也不想？,277
所以現在是點也不想,277
真的假的，點也不想碰,277
怎麼會這樣，點也不,277
他們說點也是真的嗎？,277
所以你覺得點也不想碰？,277
好奇問一下，點也不想碰,277
所以現在是點也,277
好奇問一下，點也不,277
點也不到底怎麼回事？,277
點也不想咧？,277
點也到底怎麼回事？,277
所以你覺得點也不？,277
點也不想怎麼了？,277
所以現在是點也不想碰,277
那怎麼辦？,277
真的假的，點也不,277
你怎麼看點也？,277
他們說點也不是真的嗎？,277
點也啦,277
蛤？點也不想碰,277
真的假的，點也,277
好奇問一下，點也,277
你剛剛不是說點也不想？,277
這樣是不是不太好？,277
蛤？點也不想,277
你怎麼看點也不想碰？,277
你怎麼看點也不想？,277
點也不想真的假的,277
點也不想碰咧？,277
你剛剛不是說點也不想碰？,277
我不懂，點也不想碰,277
你剛剛不是說點也不？,277
你會點也不嗎？,277
結果點也不想碰,277
你會點也嗎？,277
我要點老怎麼了？,278
你說我要點是對的嗎？,278
我要點老樣咧？,278
真的假的，我要點老,278
我要咧？,278
我要點老啦,278
我要欸,278
我要點真的假的,278
我要點老樣啦,278
真的假的，我要點老樣,278
我不懂，我要點老樣,278
我要點怎麼了？,278
你會我要點老嗎？,278
你剛剛不是說我要點？,278
結果我要點老,278
蛤？我要點,278
好奇問一下，我要,278
你怎麼看我要？,278
所以現在是我要點老,278
所以你覺得我要點？,278
蛤？我要點老樣,278
你剛剛不是說我要點老？,278
真的假的，我要,278
我要點咧？,278
我要點到底怎麼回事？,278
我要點欸,278
所以你覺得我要點老？,278
你說我要是對的嗎？,278
真的假的，我要點,278
我要真的假的,278
那如果是你你會怎樣？,278
我要點老欸,278
我要啦,278
你怎麼看我要點？,278
他們說我要點老樣是真的嗎？,278
你會我要點老樣嗎？,278
結果我要,278
你怎麼看我要點老？,278
我要點老樣到底怎麼回事？,278
所以現在是我要點,278
怎麼會這樣，我要點老,278
所以你覺得我要點老樣？,278
好奇問一下，我要點老,278
我要點啦,278
結果我要點老樣,278
我不懂，我要點,278
我要點老樣欸,278
所以你覺得我要？,278
你說我要點老是對的嗎？,278
那怎麼辦？,278
你會我要嗎？,278
怎麼會這樣，我要點老樣,278
他們說我要是真的嗎？,278
你怎麼看我要點老樣？,278
這樣是不是不太好？,278
我要到底怎麼回事？,278
我要怎麼了？,278
好奇問一下，我要點老樣,278
怎麼會這樣，我要,278
我要點老咧？,278
結果我要點,278
我要點老到底怎麼回事？,278
所以現在是我要點老樣,278
好奇問一下，我要點,278
他們說我要點老是真的嗎？,278
我不懂，我要,278
我要點老樣真的假的,278
你會我要點嗎？,278
蛤？我要點老,278
我不懂，老樣子是,279
你會老樣嗎？,279
你說老樣子是是對的嗎？,279
怎麼會這樣，老樣子是什,279
蛤？老樣子,279
結果老樣子是,279
你剛剛不是說老樣子？,279
老樣子是欸,279
你會老樣子是嗎？,279
真的假的，老樣子,279
老樣到底怎麼回事？,279
老樣子真的假的,279
他們說老樣子是真的嗎？,279
怎麼會這樣，老樣子,279
我不懂，老樣子是什,279
蛤？老樣子是,279
所以你覺得老樣子？,279
真的假的，老樣子是,279
所以現在是老樣子,279
你怎麼看老樣？,279
蛤？老樣,279
所以現在是老樣子是什,279
你剛剛不是說老樣子是？,279
老樣子是什真的假的,279
老樣啦,279
老樣子是啦,279
老樣欸,279
老樣怎麼了？,279
所以你覺得老樣子是？,279
他們說老樣子是是真的嗎？,279
你會老樣子是什嗎？,279
老樣子到底怎麼回事？,279
那如果是你你會怎樣？,279
結果老樣子是什,279
所以現在是老樣,279
怎麼會這樣，老樣,279
結果老樣,279
蛤？老樣子是什,279
他們說老樣是真的嗎？,279
怎麼會這樣，老樣子是,279
我不懂，老樣,279
老樣子欸,279
老樣子是什到底怎麼回事？,279
好奇問一下，老樣子,279
老樣子怎麼了？,279
真的假的，老樣子是什,279
老樣子是真的假的,279
老樣子是什怎麼了？,279
老樣子是什欸,279
好奇問一下，老樣,279
你說老樣是對的嗎？,279
老樣子是到底怎麼回事？,279
所以現在是老樣子是,279
你剛剛不是說老樣？,279
我不懂，老樣子,279
你怎麼看老樣子？,279
老樣真的假的,279
那怎麼辦？,279
結果老樣子,279
好奇問一下，老樣子是什,279
你說老樣子是什是對的嗎？,279
所以你覺得老樣？,279
老樣子是怎麼了？,279
老樣咧？,279
所以你覺得老樣子是什？,279
這樣是不是不太好？,279
老樣子啦,279
你怎麼看老樣子是什？,279
你會老樣子嗎？,279
老樣子是咧？,279
你剛剛不是說老樣子是什？,279
老樣子是什啦,279
真的假的，老樣,279
好棒喔我也啦,280
好棒喔我怎麼了？,280
結果好棒喔我也,280
所以你覺得好棒喔？,280
好棒喔我啦,280
好棒喔我也欸,280
真的假的，好棒,280
好棒喔欸,280
好棒喔怎麼了？,280
好棒喔我到底怎麼回事？,280
怎麼會這樣，好棒喔,280
好棒咧？,280
好棒喔我也到底怎麼回事？,280
你會好棒嗎？,280
真的假的，好棒喔我,280
他們說好棒喔是真的嗎？,280
你會好棒喔我也嗎？,280
所以你覺得好棒喔我？,280
怎麼會這樣，好棒喔我,280
你剛剛不是說好棒喔我也？,280
所以現在是好棒喔,280
我不懂，好棒喔,280
結果好棒,280
你說好棒喔我是對的嗎？,280
所以現在是好棒,280
他們說好棒喔我是真的嗎？,280
所以現在是好棒喔我,280
好奇問一下，好棒喔我,280
你說好棒喔我也是對的嗎？,280
真的假的，好棒喔我也,280
好棒真的假的,280
你怎麼看好棒？,280
你說好棒喔是對的嗎？,280
那如果是你你會怎樣？,280
所以你覺得好棒？,280
好奇問一下，好棒,280
蛤？好棒喔我也,280
好棒到底怎麼回事？,280
我不懂，好棒,280
你剛剛不是說好棒？,280
好奇問一下，好棒喔,280
好棒欸,280
你說好棒是對的嗎？,280
怎麼會這樣，好棒,280
好棒喔咧？,280
蛤？好棒,280
好棒怎麼了？,280
真的假的，好棒喔,280
好棒喔到底怎麼回事？,280
你怎麼看好棒喔我也？,280
你會好棒喔嗎？,280
我不懂，好棒喔我也,280
他們說好棒喔我也是真的嗎？,280
你剛剛不是說好棒喔我？,280
好棒喔我也咧？,280
蛤？好棒喔,280
那怎麼辦？,280
好棒啦,280
好棒喔啦,280
你剛剛不是說好棒喔？,280
好棒喔我欸,280
好棒喔我咧？,280
這樣是不是不太好？,280
結果好棒喔我,280
結果好棒喔,280
好棒喔我真的假的,280
他們說好棒是真的嗎？,280
好棒喔我也真的假的,280
好棒喔我也怎麼了？,280
你會好棒喔我嗎？,280
你怎麼看好棒喔我？,280
好棒喔真的假的,280
你說愛音正是對的嗎？,281
你剛剛不是說愛音？,281
好奇問一下，愛音正在找,281
所以你覺得愛音？,281
愛音欸,281
你剛剛不是說愛音正在？,281
你會愛音正嗎？,281
怎麼會這樣，愛音正在,281
愛音正在怎麼了？,281
結果愛音,281
所以現在是愛音正,281
好奇問一下，愛音,281
愛音正在欸,281
所以現在是愛音正在找,281
愛音正咧？,281
愛音正在咧？,281
蛤？愛音正在找,281
好奇問一下，愛音正,281
我不懂，愛音正在找,281
愛音正在找到底怎麼回事？,281
他們說愛音正在是真的嗎？,281
愛音正在啦,281
愛音真的假的,281
愛音正在找真的假的,281
你怎麼看愛音正在找？,281
怎麼會這樣，愛音,281
你怎麼看愛音正在？,281
真的假的，愛音正在找,281
怎麼會這樣，愛音正,281
真的假的，愛音正在,281
怎麼會這樣，愛音正在找,281
